BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
125, 0.0000023007, 0.0000000035, 2, 0.021, 0.023, 0.0000023007, 0.0000000035, 1, 0.0000023007, 0.0000000035, 1, 0.002, 1.00, 1.00
126, 0.0000139482, 0.0000000008, 18, 0.073, 0.180, 0.0000139482, 0.0000000008, 20, 0.0000139063, 0.0000000006, 63, 0.135, 1.00, 1.00
127, 0.0000023043, 0.0000000013, 2, 0.020, 0.025, 0.0000023043, 0.0000000013, 2, 0.0000023043, 0.0000000013, 2, 0.004, 1.00, 1.00
128, 0.0000099972, 0.0000000007, 18, 0.098, 0.199, 0.0000099972, 0.0000000007, 47, 0.0000099972, 0.0000000007, 47, 0.101, 1.00, 1.00
129, 0.0000145418, 0.0000000001, 17, 0.120, 0.228, 0.0000145418, 0.0000000001, 6, 0.0000082830, 0.0000000001, 636, 1.362, 1.00, 0.57
130, 0.0000040575, 0.0000001580, 2, 0.023, 0.026, 0.0000040575, 0.0000001580, 1, 0.0000040575, 0.0000001580, 1, 0.002, 1.00, 1.00
131, 0.0000281320, 0.0000000003, 18, 0.094, 0.180, 0.0000281320, 0.0000000003, 40, 0.0000281320, 0.0000000003, 40, 0.086, 1.00, 1.00
132, 0.0000037293, 0.0000000973, 2, 0.023, 0.025, 0.0000037293, 0.0000000973, 1, 0.0000037293, 0.0000000973, 1, 0.002, 1.00, 1.00
133, 0.0000193683, 0.0000000183, 18, 0.065, 0.130, 0.0000193683, 0.0000000183, 30, 0.0000193683, 0.0000000183, 30, 0.064, 1.00, 1.00
134, 0.0000038151, 0.0000002527, 2, 0.023, 0.025, 0.0000038151, 0.0000002527, 1, 0.0000038151, 0.0000002527, 1, 0.002, 1.00, 1.00
135, 0.0000231960, 0.0000000070, 18, 0.066, 0.173, 0.0000231960, 0.0000000070, 14, 0.0000200045, 0.0000000579, 64, 0.137, 1.00, 0.86
136, 0.0000038065, 0.0000002601, 2, 0.023, 0.025, 0.0000038065, 0.0000002601, 1, 0.0000038065, 0.0000002601, 1, 0.002, 1.00, 1.00
137, 0.0000371424, 0.0000000188, 18, 0.197, 0.304, 0.0000371424, 0.0000000188, 34, 0.0000174315, 0.0000000472, 61, 0.131, 1.00, 0.47
138, 0.0000035247, 0.0000002387, 2, 0.022, 0.024, 0.0000035247, 0.0000002387, 1, 0.0000035247, 0.0000002387, 1, 0.002, 1.00, 1.00
139, 0.0000207267, 0.0000000042, 18, 0.066, 0.174, 0.0000207267, 0.0000000042, 29, 0.0000190378, 0.0000000216, 57, 0.122, 1.00, 0.92
140, 0.0000027299, 0.0000000000, 2, 0.022, 0.026, 0.0000027299, 0.0000000000, 2, 0.0000027299, 0.0000000000, 2, 0.004, 1.00, 1.00
141, 0.0000172796, 0.0000000009, 17, 0.054, 0.076, 0.0000172796, 0.0000000009, 10, 0.0000172796, 0.0000000009, 10, 0.021, 1.00, 1.00
142, 0.0000025897, 0.0000000005, 2, 0.021, 0.028, 0.0000025897, 0.0000000005, 3, 0.0000025897, 0.0000000005, 3, 0.006, 1.00, 1.00
143, 0.0000170223, 0.0000000548, 18, 0.065, 0.135, 0.0000170223, 0.0000000548, 33, 0.0000170223, 0.0000000548, 33, 0.071, 1.00, 1.00
144, 0.0000024825, 0.0000000001, 2, 0.022, 0.034, 0.0000024825, 0.0000000001, 6, 0.0000024825, 0.0000000001, 6, 0.013, 1.00, 1.00
145, 0.0000123452, 0.0000000022, 18, 0.061, 0.076, 0.0000123452, 0.0000000022, 7, 0.0000123452, 0.0000000022, 7, 0.015, 1.00, 1.00
146, 0.0000023839, 0.0000000006, 2, 0.021, 0.034, 0.0000023839, 0.0000000006, 6, 0.0000023839, 0.0000000006, 6, 0.013, 1.00, 1.00
147, 0.0000107149, 0.0000000341, 18, 0.075, 0.139, 0.0000107149, 0.0000000341, 30, 0.0000107149, 0.0000000341, 30, 0.064, 1.00, 1.00
148, 0.0000023192, 0.0000000099, 2, 0.021, 0.031, 0.0000023192, 0.0000000099, 5, 0.0000023192, 0.0000000099, 5, 0.011, 1.00, 1.00
149, 0.0000114660, 0.0000000260, 17, 0.216, 0.301, 0.0000114660, 0.0000000260, 40, 0.0000114660, 0.0000000260, 40, 0.086, 1.00, 1.00
150, 0.0000022803, 0.0000000047, 2, 0.020, 0.033, 0.0000022803, 0.0000000047, 6, 0.0000022803, 0.0000000047, 6, 0.013, 1.00, 1.00
151, 0.0000097887, 0.0000000006, 18, 0.074, 0.107, 0.0000097887, 0.0000000006, 15, 0.0000097887, 0.0000000006, 15, 0.032, 1.00, 1.00
152, 0.0000022900, 0.0000000050, 2, 0.020, 0.031, 0.0000022900, 0.0000000050, 5, 0.0000022900, 0.0000000050, 5, 0.011, 1.00, 1.00
153, 0.0000094162, 0.0000000005, 18, 0.083, 0.121, 0.0000094162, 0.0000000005, 18, 0.0000094162, 0.0000000005, 18, 0.039, 1.00, 1.00
154, 0.0000139237, 0.0000000007, 18, 0.084, 0.191, 0.0000139237, 0.0000000007, 24, 0.0000128074, 0.0000000012, 365, 0.782, 1.00, 0.92
155, 0.0000053006, 0.0000001259, 2, 0.022, 0.024, 0.0000053006, 0.0000001259, 1, 0.0000053006, 0.0000001259, 1, 0.002, 1.00, 1.00
156, 0.0000233840, 0.0000000425, 14, 0.075, 0.145, 0.0000233840, 0.0000000425, 33, 0.0000233840, 0.0000000425, 33, 0.071, 1.00, 1.00
157, 0.0000047850, 0.0000000971, 2, 0.021, 0.024, 0.0000047850, 0.0000000971, 1, 0.0000047850, 0.0000000971, 1, 0.002, 1.00, 1.00
158, 0.0000199769, 0.0000000315, 18, 0.076, 0.119, 0.0000199769, 0.0000000315, 20, 0.0000199769, 0.0000000315, 20, 0.043, 1.00, 1.00
159, 0.0000043618, 0.0000001774, 2, 0.021, 0.023, 0.0000043618, 0.0000001774, 1, 0.0000043618, 0.0000001774, 1, 0.002, 1.00, 1.00
160, 0.0000188191, 0.0000000240, 18, 0.069, 0.177, 0.0000188191, 0.0000000240, 28, 0.0000178046, 0.0000000190, 57, 0.122, 1.00, 0.95
161, 0.0000040317, 0.0000003039, 2, 0.021, 0.023, 0.0000040317, 0.0000003039, 1, 0.0000040317, 0.0000003039, 1, 0.002, 1.00, 1.00
162, 0.0000148025, 0.0000000503, 16, 0.080, 0.181, 0.0000148025, 0.0000000503, 47, 0.0000148025, 0.0000000503, 47, 0.101, 1.00, 1.00
163, 0.0000033274, 0.0000000020, 2, 0.021, 0.023, 0.0000033274, 0.0000000020, 1, 0.0000033274, 0.0000000020, 1, 0.002, 1.00, 1.00
164, 0.0000121422, 0.0000000297, 18, 0.099, 0.183, 0.0000121422, 0.0000000297, 39, 0.0000121422, 0.0000000297, 39, 0.084, 1.00, 1.00
165, 0.0000022783, 0.0000000018, 2, 0.020, 0.027, 0.0000022783, 0.0000000018, 3, 0.0000022783, 0.0000000018, 3, 0.006, 1.00, 1.00
166, 0.0000108053, 0.0000000221, 18, 0.077, 0.090, 0.0000108053, 0.0000000221, 6, 0.0000108053, 0.0000000221, 6, 0.013, 1.00, 1.00
167, 0.0000354010, 0.0000001047, 17, 0.160, 0.267, 0.0000354010, 0.0000001047, 34, 0.0000266211, 0.0000000170, 295, 0.632, 1.00, 0.75
168, 0.0000234186, 0.0000000620, 18, 0.117, 0.222, 0.0000234186, 0.0000000620, 49, 0.0000234186, 0.0000000620, 49, 0.105, 1.00, 1.00
169, 0.0000033552, 0.0000000005, 2, 0.021, 0.121, 0.0000033552, 0.0000000005, 47, 0.0000033552, 0.0000000005, 47, 0.101, 1.00, 1.00
170, 0.0000072032, 0.0000002780, 2, 0.022, 0.024, 0.0000072032, 0.0000002780, 1, 0.0000072032, 0.0000002780, 1, 0.002, 1.00, 1.00
171, 0.0000241407, 0.0000000467, 14, 0.184, 0.291, 0.0000241407, 0.0000000467, 9, 0.0000240033, 0.0000000741, 63, 0.135, 1.00, 0.99
172, 0.0000031595, 0.0000000000, 2, 0.020, 0.022, 0.0000031595, 0.0000000000, 1, 0.0000031595, 0.0000000000, 1, 0.002, 1.00, 1.00
173, 0.0000043698, 0.0000000091, 2, 0.020, 0.127, 0.0000043698, 0.0000000091, 41, 0.0000043682, 0.0000000066, 55, 0.118, 1.00, 1.00
174, 0.0000042649, 0.0000002769, 2, 0.024, 0.026, 0.0000042649, 0.0000002769, 1, 0.0000042649, 0.0000002769, 1, 0.002, 1.00, 1.00
175, 0.0000495135, 0.0000003001, 18, 0.089, 0.162, 0.0000495135, 0.0000003001, 34, 0.0000495135, 0.0000003001, 34, 0.073, 1.00, 1.00
176, 0.0000022702, 0.0000000033, 2, 0.020, 0.033, 0.0000022702, 0.0000000033, 6, 0.0000022702, 0.0000000033, 6, 0.013, 1.00, 1.00
177, 0.0000043625, 0.0000000083, 2, 0.020, 0.127, 0.0000043625, 0.0000000083, 48, 0.0000043539, 0.0000000059, 53, 0.114, 1.00, 1.00
178, 0.0000032719, 0.0000000084, 2, 0.031, 0.040, 0.0000032719, 0.0000000084, 4, 0.0000032719, 0.0000000084, 4, 0.009, 1.00, 1.00
179, 0.0000856745, 0.0000002411, 52, 0.196, 0.303, 0.0000865315, 0.0000002891, 47, 0.0000560459, 0.0000001480, 131, 0.281, 1.01, 0.65
180, 0.0000022684, 0.0000000016, 2, 0.020, 0.029, 0.0000022684, 0.0000000016, 4, 0.0000022684, 0.0000000016, 4, 0.009, 1.00, 1.00
181, 0.0000043296, 0.0000000051, 2, 0.021, 0.038, 0.0000043296, 0.0000000051, 8, 0.0000043296, 0.0000000051, 8, 0.017, 1.00, 1.00
182, 0.0000027146, 0.0000000034, 2, 0.033, 0.039, 0.0000027146, 0.0000000034, 3, 0.0000027146, 0.0000000034, 3, 0.006, 1.00, 1.00
183, 0.0000025745, 0.0000000001, 2, 0.020, 0.108, 0.0000025745, 0.0000000001, 41, 0.0000025745, 0.0000000001, 41, 0.088, 1.00, 1.00
184, 0.0000022497, 0.0000000010, 2, 0.020, 0.024, 0.0000022497, 0.0000000010, 2, 0.0000022497, 0.0000000010, 2, 0.004, 1.00, 1.00
185, 0.0000381812, 0.0000000018, 17, 0.102, 0.209, 0.0000381812, 0.0000000018, 3, 0.0000336952, 0.0000000012, 117, 0.251, 1.00, 0.88
186, 0.0000022900, 0.0000000037, 12, 0.036, 0.144, 0.0000022900, 0.0000000037, 41, 0.0000022822, 0.0000000030, 51, 0.109, 1.00, 1.00
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000026415, 0.0000000039, 2, 0.032, 0.043, 0.0000026415, 0.0000000039, 5, 0.0000026415, 0.0000000039, 5, 0.011, 1.00, 1.00
1, 0.0000241661, 0.0000000616, 14, 0.111, 0.119, 0.0000241661, 0.0000000616, 4, 0.0000241661, 0.0000000616, 4, 0.009, 1.00, 1.00
2, 0.0000026610, 0.0000000038, 2, 0.031, 0.044, 0.0000026610, 0.0000000038, 6, 0.0000026610, 0.0000000038, 6, 0.013, 1.00, 1.00
3, 0.0000215170, 0.0000000017, 18, 0.072, 0.216, 0.0000215170, 0.0000000017, 67, 0.0000215170, 0.0000000017, 67, 0.144, 1.00, 1.00
4, 0.0000026345, 0.0000000056, 2, 0.031, 0.038, 0.0000026345, 0.0000000056, 3, 0.0000026345, 0.0000000056, 3, 0.006, 1.00, 1.00
5, 0.0000204795, 0.0000004180, 52, 0.189, 0.404, 0.0000214272, 0.0000000007, 66, 0.0000197463, 0.0000000002, 108, 0.231, 1.05, 0.96
6, 0.0000026117, 0.0000000013, 2, 0.030, 0.037, 0.0000026117, 0.0000000013, 3, 0.0000026117, 0.0000000013, 3, 0.006, 1.00, 1.00
7, 0.0000222484, 0.0000000003, 18, 0.091, 0.239, 0.0000222484, 0.0000000003, 69, 0.0000222484, 0.0000000003, 69, 0.148, 1.00, 1.00
8, 0.0000026337, 0.0000000093, 2, 0.030, 0.040, 0.0000026337, 0.0000000093, 5, 0.0000026337, 0.0000000093, 5, 0.011, 1.00, 1.00
9, 0.0000182333, 0.0000000422, 18, 0.064, 0.206, 0.0000182333, 0.0000000422, 66, 0.0000182333, 0.0000000422, 66, 0.141, 1.00, 1.00
10, 0.0000026237, 0.0000000009, 2, 0.029, 0.042, 0.0000026237, 0.0000000009, 6, 0.0000026237, 0.0000000009, 6, 0.013, 1.00, 1.00
11, 0.0000159673, 0.0000000021, 18, 0.075, 0.289, 0.0000159673, 0.0000000021, 100, 0.0000159673, 0.0000000021, 100, 0.214, 1.00, 1.00
12, 0.0000026121, 0.0000000013, 2, 0.029, 0.038, 0.0000026121, 0.0000000013, 4, 0.0000026121, 0.0000000013, 4, 0.009, 1.00, 1.00
13, 0.0000181857, 0.0000000010, 14, 0.050, 0.196, 0.0000181857, 0.0000000010, 68, 0.0000181857, 0.0000000010, 68, 0.146, 1.00, 1.00
14, 0.0000047463, 0.0000004619, 2, 0.029, 0.031, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2106889528759042.25, 2106889528759042.25
15, 0.0000164692, 0.0000000204, 18, 0.103, 0.311, 0.0000164692, 0.0000000204, 97, 0.0000164692, 0.0000000204, 97, 0.208, 1.00, 1.00
16, 0.0000026107, 0.0000000030, 2, 0.028, 0.039, 0.0000026107, 0.0000000030, 5, 0.0000026107, 0.0000000030, 5, 0.011, 1.00, 1.00
17, 0.0000185543, 0.0000000488, 18, 0.061, 0.223, 0.0000185543, 0.0000000488, 76, 0.0000185543, 0.0000000488, 76, 0.163, 1.00, 1.00
18, 0.0000026090, 0.0000000006, 2, 0.028, 0.030, 0.0000026090, 0.0000000006, 1, 0.0000026090, 0.0000000006, 1, 0.002, 1.00, 1.00
19, 0.0000230246, 0.0000000018, 18, 0.071, 0.137, 0.0000230246, 0.0000000018, 31, 0.0000230246, 0.0000000018, 31, 0.066, 1.00, 1.00
20, 0.0000026097, 0.0000000011, 2, 0.027, 0.031, 0.0000026097, 0.0000000011, 2, 0.0000026097, 0.0000000011, 2, 0.004, 1.00, 1.00
21, 0.0000175533, 0.0000000385, 18, 0.094, 0.150, 0.0000175533, 0.0000000385, 26, 0.0000175533, 0.0000000385, 26, 0.056, 1.00, 1.00
22, 0.0000025328, 0.0000000021, 2, 0.027, 0.033, 0.0000025328, 0.0000000021, 3, 0.0000025328, 0.0000000021, 3, 0.006, 1.00, 1.00
23, 0.0000140735, 0.0000000330, 18, 0.067, 0.243, 0.0000140735, 0.0000000330, 82, 0.0000140735, 0.0000000330, 82, 0.176, 1.00, 1.00
24, 0.0000026061, 0.0000000019, 2, 0.027, 0.039, 0.0000026061, 0.0000000019, 6, 0.0000026061, 0.0000000019, 6, 0.013, 1.00, 1.00
25, 0.0000135788, 0.0000000005, 18, 0.064, 0.229, 0.0000135788, 0.0000000005, 77, 0.0000135788, 0.0000000005, 77, 0.165, 1.00, 1.00
26, 0.0000047785, 0.0000002411, 2, 0.026, 0.028, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2092706916396359.00, 2092706916396359.00
27, 0.0000143760, 0.0000000011, 18, 0.076, 0.254, 0.0000143760, 0.0000000011, 83, 0.0000143760, 0.0000000011, 83, 0.178, 1.00, 1.00
28, 0.0000026079, 0.0000000004, 2, 0.026, 0.039, 0.0000026079, 0.0000000004, 6, 0.0000026079, 0.0000000004, 6, 0.013, 1.00, 1.00
29, 0.0000234849, 0.0000000006, 14, 0.051, 0.073, 0.0000234849, 0.0000000006, 10, 0.0000234849, 0.0000000006, 10, 0.021, 1.00, 1.00
30, 0.0000024869, 0.0000000030, 2, 0.025, 0.032, 0.0000024869, 0.0000000030, 3, 0.0000024869, 0.0000000030, 3, 0.006, 1.00, 1.00
31, 0.0000149985, 0.0000000116, 18, 0.068, 0.282, 0.0000149985, 0.0000000116, 66, 0.0000142700, 0.0000000005, 121, 0.259, 1.00, 0.95
32, 0.0000047892, 0.0000006162, 2, 0.025, 0.027, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2088045937010614.00, 2088045937010614.00
33, 0.0000234251, 0.0000000004, 18, 0.061, 0.189, 0.0000234251, 0.0000000004, 60, 0.0000234251, 0.0000000004, 60, 0.129, 1.00, 1.00
34, 0.0000025307, 0.0000000110, 2, 0.025, 0.027, 0.0000025307, 0.0000000110, 1, 0.0000025307, 0.0000000110, 1, 0.002, 1.00, 1.00
35, 0.0000144341, 0.0000000026, 14, 0.054, 0.097, 0.0000144341, 0.0000000026, 20, 0.0000144341, 0.0000000026, 20, 0.043, 1.00, 1.00
36, 0.0000024696, 0.0000000014, 2, 0.024, 0.037, 0.0000024696, 0.0000000014, 6, 0.0000024696, 0.0000000014, 6, 0.013, 1.00, 1.00
37, 0.0000204850, 0.0000000004, 18, 0.073, 0.118, 0.0000204850, 0.0000000004, 21, 0.0000204850, 0.0000000004, 21, 0.045, 1.00, 1.00
38, 0.0000046077, 0.0000004180, 2, 0.024, 0.026, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2170295883672140.75, 2170295883672140.75
39, 0.0000107972, 0.0000000126, 18, 0.086, 0.266, 0.0000107972, 0.0000000126, 84, 0.0000107972, 0.0000000126, 84, 0.180, 1.00, 1.00
40, 0.0000024340, 0.0000000036, 2, 0.023, 0.026, 0.0000024340, 0.0000000036, 1, 0.0000024340, 0.0000000036, 1, 0.002, 1.00, 1.00
41, 0.0000224288, 0.0000000007, 18, 0.062, 0.137, 0.0000224288, 0.0000000007, 35, 0.0000224288, 0.0000000007, 35, 0.075, 1.00, 1.00
42, 0.0000024643, 0.0000000007, 2, 0.023, 0.029, 0.0000024643, 0.0000000007, 3, 0.0000024643, 0.0000000007, 3, 0.006, 1.00, 1.00
43, 0.0000099068, 0.0000001345, 18, 0.094, 0.233, 0.0000099068, 0.0000001345, 65, 0.0000099068, 0.0000001345, 65, 0.139, 1.00, 1.00
44, 0.0000044583, 0.0000004683, 2, 0.023, 0.025, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2242990654205607.25, 2242990654205607.25
45, 0.0000238605, 0.0000000018, 18, 0.060, 0.146, 0.0000238605, 0.0000000018, 40, 0.0000238605, 0.0000000018, 40, 0.086, 1.00, 1.00
46, 0.0000024172, 0.0000000033, 2, 0.022, 0.035, 0.0000024172, 0.0000000033, 6, 0.0000024172, 0.0000000033, 6, 0.013, 1.00, 1.00
47, 0.0000160619, 0.0000000013, 18, 0.064, 0.186, 0.0000160619, 0.0000000013, 57, 0.0000160619, 0.0000000013, 57, 0.122, 1.00, 1.00
48, 0.0000024380, 0.0000000016, 2, 0.022, 0.029, 0.0000024380, 0.0000000016, 3, 0.0000024380, 0.0000000016, 3, 0.006, 1.00, 1.00
49, 0.0000264389, 0.0000000016, 18, 0.065, 0.118, 0.0000264389, 0.0000000016, 25, 0.0000264389, 0.0000000016, 25, 0.054, 1.00, 1.00
50, 0.0000024219, 0.0000000004, 2, 0.022, 0.028, 0.0000024219, 0.0000000004, 3, 0.0000024219, 0.0000000004, 3, 0.006, 1.00, 1.00
51, 0.0000153500, 0.0000000052, 18, 0.068, 0.205, 0.0000153500, 0.0000000052, 64, 0.0000153500, 0.0000000052, 64, 0.137, 1.00, 1.00
52, 0.0000024146, 0.0000000046, 2, 0.022, 0.026, 0.0000024146, 0.0000000046, 2, 0.0000024146, 0.0000000046, 2, 0.004, 1.00, 1.00
53, 0.0000177835, 0.0000000075, 18, 0.064, 0.146, 0.0000177835, 0.0000000075, 38, 0.0000177835, 0.0000000075, 38, 0.081, 1.00, 1.00
54, 0.0000023244, 0.0000000075, 2, 0.021, 0.032, 0.0000023244, 0.0000000075, 5, 0.0000023244, 0.0000000075, 5, 0.011, 1.00, 1.00
55, 0.0000165372, 0.0000000008, 18, 0.070, 0.128, 0.0000165372, 0.0000000008, 27, 0.0000165372, 0.0000000008, 27, 0.058, 1.00, 1.00
56, 0.0000023192, 0.0000000057, 2, 0.021, 0.025, 0.0000023192, 0.0000000057, 2, 0.0000023192, 0.0000000057, 2, 0.004, 1.00, 1.00
57, 0.0000137037, 0.0000000110, 18, 0.089, 0.093, 0.0000137037, 0.0000000110, 2, 0.0000137037, 0.0000000110, 2, 0.004, 1.00, 1.00
58, 0.0000023616, 0.0000000056, 2, 0.021, 0.023, 0.0000023616, 0.0000000056, 1, 0.0000023616, 0.0000000056, 1, 0.002, 1.00, 1.00
59, 0.0000114506, 0.0000000016, 18, 0.093, 0.219, 0.0000114506, 0.0000000016, 59, 0.0000114506, 0.0000000016, 59, 0.126, 1.00, 1.00
60, 0.0000023588, 0.0000000009, 2, 0.020, 0.029, 0.0000023588, 0.0000000009, 4, 0.0000023588, 0.0000000009, 4, 0.009, 1.00, 1.00
61, 0.0000122382, 0.0000000001, 18, 0.065, 0.082, 0.0000122382, 0.0000000001, 8, 0.0000122382, 0.0000000001, 8, 0.017, 1.00, 1.00
62, 0.0000044263, 0.0000004903, 2, 0.020, 0.022, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.002, 2259206265532043.50, 2259206265532043.50
63, 0.0000152475, 0.0000000002, 18, 0.080, 0.150, 0.0000152475, 0.0000000002, 33, 0.0000152475, 0.0000000002, 33, 0.071, 1.00, 1.00
64, 0.0000074551, 0.0000000004, 18, 0.087, 0.301, 0.0000074551, 0.0000000004, 80, 0.0000064073, 0.0000000057, 374, 0.801, 1.00, 0.86
65, 0.0000032704, 0.0000000001, 2, 0.031, 0.040, 0.0000032704, 0.0000000001, 4, 0.0000032704, 0.0000000001, 4, 0.009, 1.00, 1.00
66, 0.0000248095, 0.0000000607, 17, 0.055, 0.194, 0.0000248095, 0.0000000607, 65, 0.0000248095, 0.0000000607, 65, 0.139, 1.00, 1.00
67, 0.0000031540, 0.0000000002, 2, 0.031, 0.044, 0.0000031540, 0.0000000002, 6, 0.0000031540, 0.0000000002, 6, 0.013, 1.00, 1.00
68, 0.0000214772, 0.0000000010, 17, 0.126, 0.182, 0.0000214772, 0.0000000010, 26, 0.0000214772, 0.0000000010, 26, 0.056, 1.00, 1.00
69, 0.0000031748, 0.0000000004, 2, 0.031, 0.042, 0.0000031748, 0.0000000004, 5, 0.0000031748, 0.0000000004, 5, 0.011, 1.00, 1.00
70, 0.0000286146, 0.0000000001, 18, 0.064, 0.259, 0.0000286146, 0.0000000001, 91, 0.0000286146, 0.0000000001, 91, 0.195, 1.00, 1.00
71, 0.0000031255, 0.0000000098, 2, 0.031, 0.035, 0.0000031255, 0.0000000098, 2, 0.0000031255, 0.0000000098, 2, 0.004, 1.00, 1.00
72, 0.0000270150, 0.0000000047, 13, 0.061, 0.256, 0.0000270150, 0.0000000047, 91, 0.0000270150, 0.0000000047, 91, 0.195, 1.00, 1.00
73, 0.0000030046, 0.0000000001, 2, 0.029, 0.033, 0.0000030046, 0.0000000001, 2, 0.0000030046, 0.0000000001, 2, 0.004, 1.00, 1.00
74, 0.0000232792, 0.0000000129, 18, 0.077, 0.244, 0.0000232792, 0.0000000129, 78, 0.0000232792, 0.0000000129, 78, 0.167, 1.00, 1.00
75, 0.0000029994, 0.0000000001, 2, 0.029, 0.035, 0.0000029994, 0.0000000001, 3, 0.0000029994, 0.0000000001, 3, 0.006, 1.00, 1.00
76, 0.0000274450, 0.0000002224, 48, 0.462, 0.676, 0.0000278784, 0.0000000009, 84, 0.0000275964, 0.0000000028, 105, 0.225, 1.02, 1.01
77, 0.0000029956, 0.0000000001, 2, 0.029, 0.042, 0.0000029956, 0.0000000001, 6, 0.0000029956, 0.0000000001, 6, 0.013, 1.00, 1.00
78, 0.0000265813, 0.0000000012, 18, 0.063, 0.185, 0.0000265813, 0.0000000012, 57, 0.0000265813, 0.0000000012, 57, 0.122, 1.00, 1.00
79, 0.0000028611, 0.0000000011, 2, 0.028, 0.033, 0.0000028611, 0.0000000011, 2, 0.0000028611, 0.0000000011, 2, 0.004, 1.00, 1.00
80, 0.0000205578, 0.0000000566, 18, 0.065, 0.178, 0.0000205578, 0.0000000566, 53, 0.0000205578, 0.0000000566, 53, 0.114, 1.00, 1.00
81, 0.0000027290, 0.0000000013, 2, 0.027, 0.038, 0.0000027290, 0.0000000013, 5, 0.0000027290, 0.0000000013, 5, 0.011, 1.00, 1.00
82, 0.0000255195, 0.0000017937, 18, 0.066, 0.280, 0.0000255195, 0.0000017937, 74, 0.0000220139, 0.0000000004, 125, 0.268, 1.00, 0.86
83, 0.0000027263, 0.0000000002, 2, 0.027, 0.035, 0.0000027263, 0.0000000002, 4, 0.0000027263, 0.0000000002, 4, 0.009, 1.00, 1.00
84, 0.0000217936, 0.0000000196, 18, 0.079, 0.223, 0.0000217936, 0.0000000196, 67, 0.0000217936, 0.0000000196, 67, 0.144, 1.00, 1.00
85, 0.0000026789, 0.0000000019, 2, 0.027, 0.033, 0.0000026789, 0.0000000019, 3, 0.0000026789, 0.0000000019, 3, 0.006, 1.00, 1.00
86, 0.0000283791, 0.0000000483, 14, 0.068, 0.177, 0.0000283791, 0.0000000483, 51, 0.0000283791, 0.0000000483, 51, 0.109, 1.00, 1.00
87, 0.0000026116, 0.0000000007, 2, 0.027, 0.035, 0.0000026116, 0.0000000007, 4, 0.0000026116, 0.0000000007, 4, 0.009, 1.00, 1.00
88, 0.0000231842, 0.0000000006, 18, 0.079, 0.156, 0.0000231842, 0.0000000006, 36, 0.0000231842, 0.0000000006, 36, 0.077, 1.00, 1.00
89, 0.0000026095, 0.0000000002, 2, 0.026, 0.030, 0.0000026095, 0.0000000002, 2, 0.0000026095, 0.0000000002, 2, 0.004, 1.00, 1.00
90, 0.0000231347, 0.0000000014, 13, 0.087, 0.143, 0.0000231347, 0.0000000014, 26, 0.0000231347, 0.0000000014, 26, 0.056, 1.00, 1.00
91, 0.0000026120, 0.0000000014, 2, 0.026, 0.033, 0.0000026120, 0.0000000014, 3, 0.0000026120, 0.0000000014, 3, 0.006, 1.00, 1.00
92, 0.0000204727, 0.0000000155, 13, 0.059, 0.273, 0.0000204727, 0.0000000155, 72, 0.0000155892, 0.0000000006, 105, 0.225, 1.00, 0.76
93, 0.0000026092, 0.0000000002, 2, 0.025, 0.038, 0.0000026092, 0.0000000002, 6, 0.0000026092, 0.0000000002, 6, 0.013, 1.00, 1.00
94, 0.0000145071, 0.0000000378, 14, 0.212, 0.406, 0.0000145071, 0.0000000378, 91, 0.0000145071, 0.0000000378, 91, 0.195, 1.00, 1.00
95, 0.0000025194, 0.0000000027, 2, 0.025, 0.038, 0.0000025194, 0.0000000027, 6, 0.0000025194, 0.0000000027, 6, 0.013, 1.00, 1.00
96, 0.0000177653, 0.0000004718, 44, 0.267, 0.303, 0.0000180976, 0.0000000065, 17, 0.0000180976, 0.0000000065, 17, 0.036, 1.02, 1.02
97, 0.0000025771, 0.0000000254, 2, 0.025, 0.033, 0.0000025771, 0.0000000254, 4, 0.0000025771, 0.0000000254, 4, 0.009, 1.00, 1.00
98, 0.0000260679, 0.0000000004, 14, 0.075, 0.095, 0.0000260679, 0.0000000004, 9, 0.0000260679, 0.0000000004, 9, 0.019, 1.00, 1.00
99, 0.0000025084, 0.0000000033, 2, 0.024, 0.035, 0.0000025084, 0.0000000033, 5, 0.0000025084, 0.0000000033, 5, 0.011, 1.00, 1.00
